,Strain,Contig,ARG,Per.ID,Length,MiMa,Gap,C.Start,C.End,A.Start,A.End,E.val,Bit.Score,Per.Pos
71264,ECOR70,NODE_8,BAC0195|ibpB|sp|P0C058|IBPB_ECOLI,100,142,0,0,103760,104185,142,1,3.24E-92,294,100
71282,ECOR70,NODE_8,BAC0194|ibpA|sp|P0C054|IBPA_ECOLI,100,137,0,0,104300,104710,137,1,8.32E-87,278,100
71253,ECOR70,NODE_8,BAC0541|yieF|sp|P0AGE6|YIEF_ECOLI,99.468,188,1,0,131940,132503,1,188,1.96E-122,382,100
71241,ECOR70,NODE_8,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,100,257,0,0,144890,145660,257,1,8.43E-166,510,100
71201,ECOR70,NODE_8,BAC0315|pstA|sp|P07654|PSTA_ECOLI,99.662,296,1,0,145754,146641,296,1,7.34E-179,549,99.66
71222,ECOR70,NODE_8,BAC0317|pstC|sp|P0AGH8|PSTC_ECOLI,100,319,0,0,146644,147600,319,1,5.17E-175,539,100
71173,ECOR70,NODE_8,BAC0318|pstS|sp|P0AG82|PSTS_ECOLI,100,346,0,0,147690,148727,346,1,0,676,100
74861,ECOR70,NODE_9,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,30,50,35,0,4002,4151,81,32,0.023,37.7,64
75131,ECOR70,NODE_9,BAC0710|arrB|AAQ01673|,37.5,48,27,2,10389,10532,46,2,0.006,40,62.5
75581,ECOR70,NODE_9,BAC0708|chtS|ZP_06677962|sensor,29.787,47,32,1,17913,18050,231,277,0.67,33.9,61.7
74103,ECOR70,NODE_9,BAC0434|ychH|sp|P0AB49|YCHH_ECOLI,100,92,0,0,34428,34703,92,1,7.67E-42,148,100
74022,ECOR70,NODE_9,BAC0137|dsbB|sp|P0A6M2|DSBB_ECOLI,100,176,0,0,60558,61085,1,176,9.22E-83,268,100
7406,ECOR70,NODE_9,BAC0450|ymgB/ariR|sp|P75993|ARIR_ECOLI,100,88,0,0,76730,76993,88,1,5.54E-51,174,100
75313,ECOR70,NODE_9,BAC0682|merR1|sp|P22853|MERR_BACCE,30.137,73,51,0,79312,79530,3,75,7.62E-08,52.8,63.01
73973,ECOR70,NODE_9,BAC0530|phoB|tr|C4X6T6|C4X6T6_KLEPN,90.749,227,21,0,87695,88375,11,237,1.53E-129,405,95.59
73933,ECOR70,NODE_9,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,81.893,486,86,2,88378,89829,1,486,0,764,91.56
74046,ECOR70,NODE_9,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.246,285,165,3,92608,93462,1,274,1.46E-53,191,63.16
74172,ECOR70,NODE_9,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.151,212,124,4,100844,101467,237,27,6.05E-34,132,60.85
74761,ECOR70,NODE_9,BAC0357|recG|tr|B5L350|B5L350_9PSED,43.363,113,59,3,106756,107094,1,108,1.11E-20,90.1,61.95
74114,ECOR70,NODE_9,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,100,65,0,0,108911,109105,65,1,8.74E-35,127,100
73951,ECOR70,NODE_9,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,99.524,210,1,0,109346,109975,1,210,2.24E-141,438,99.52
7394,ECOR70,NODE_9,BAC0215|mdtG/yceE|sp|P25744|MDTG_ECOLI,100,408,0,0,162714,163937,1,408,0,727,100
13522,ECOR71,NODE_1,BAC0282|norA|sp|P0A0J7|NORA_STAAU,32.353,68,45,1,53764,53967,68,2,0.009,40.8,60.29
13702,ECOR71,NODE_1,BAC0550|nccB|sp|Q44585|NCCB_ALCXX,35,40,26,0,62686,62805,391,352,2.3,33.1,60
10463,ECOR71,NODE_1,BAC0153|emrY|sp|P52600|EMRY_ECOLI,99.805,512,1,0,87591,89126,512,1,0,906,100
10524,ECOR71,NODE_1,BAC0151|emrK|sp|P52599|EMRK_ECOLI,99.483,387,2,0,89129,90289,387,1,0,766,99.74
10726,ECOR71,NODE_1,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,100,204,0,0,90705,91316,1,204,6.28E-111,351,100
10215,ECOR71,NODE_1,BAC0155|evgS|sp|P58402|EVGS_ECO57,97.577,1197,29,0,91324,94914,1,1197,0,2286,98.91
13445,ECOR71,NODE_1,BAC0256|mtrA|tr|Q9WW32|Q9WW32_NEIGO,35.294,51,33,0,108761,108913,244,294,0.001,43.5,62.75
10503,ECOR71,NODE_1,BAC0251|mntH/yfeP|sp|P0A769|MNTH_ECOLI,100,412,0,0,118418,119653,412,1,0,798,100
11203,ECOR71,NODE_1,BAC0607|tupC|tr|Q93KD4|Q93KD4_EUBAC,35.455,220,134,4,140758,141417,212,1,6.99E-39,145,60.45
10643,ECOR71,NODE_1,BAC0293|ruvB|tr|B5L348|B5L348_9PSED,59.635,384,153,2,170612,171763,385,4,5.26E-143,452,73.18
12063,ECOR71,NODE_1,BAC0597|baeS|tr|D0ZNE2|D0ZNE2_SALT1,40.816,49,28,1,179655,179801,189,236,0.14,37.4,63.27
10243,ECOR71,NODE_1,BAC0008|acrD/yffA|sp|P24177|ACRD_ECOLI,99.807,1037,2,0,180994,184104,1,1037,0,2059,99.9
10805,ECOR71,NODE_1,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,47.937,315,150,3,206880,207824,141,441,1.91E-77,265,66.67
11654,ECOR71,NODE_1,BAC0583|arsC|sp|P52147|ARSC2_ECOLX,41.228,114,66,1,211532,211873,4,116,6.59E-22,94,63.16
10743,ECOR71,NODE_1,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,44.545,440,222,5,280663,281916,464,25,1.45E-108,355,62.05
18436,ECOR71,NODE_10,BAC0446|yhcN|sp|P64614|YHCN_ECOLI,98.851,87,1,0,48187,48447,1,87,1.34E-38,138,100
19721,ECOR71,NODE_10,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.5,40,23,0,73802,73921,402,441,0.79,33.5,62.5
19231,ECOR71,NODE_10,BAC0416|ttgW|sp|Q93PU7|TTGW_PSEPT,49.153,59,30,0,75658,75834,59,1,3.40E-12,64.7,66.1
17713,ECOR71,NODE_10,BAC0009|acrE/envC|sp|P24180|ACRE_ECOLI,100,385,0,0,76233,77387,1,385,0,704,100
17422,ECOR71,NODE_10,BAC0010|acrF/envD|sp|P24181|ACRF_ECOLI,99.613,1034,4,0,77402,80503,1,1034,0,1982,99.71
29725,ECOR71,NODE_108,BAC0561|marR|sp|P27245|MARR_ECOLI,28.571,42,30,0,1420,1545,68,27,0.47,27.3,61.9
62110,ECOR71,NODE_11,BAC0196|iclR|sp|P16528|ICLR_ECOLI,42.424,264,149,2,29668,30450,271,8,1.90E-61,211,65.91
55810,ECOR71,NODE_11,BAC0166|fetB/ybbM|sp|P77307|YBBM_ECOLI,99.228,259,2,0,39527,40303,259,1,2.41E-158,488,99.61
60012,ECOR71,NODE_11,BAC0105|cueR/ybbI|sp|P0A9G4|CUER_ECOLI,100,135,0,0,42489,42893,135,1,2.46E-88,282,100
50510,ECOR71,NODE_11,BAC0725|copA|sp|Q59385|COPA_ECOLI,99.4,834,5,0,45507,48008,1,834,0,1582,99.64
56712,ECOR71,NODE_11,BAC0011|acrR/ybaH|sp|P0ACS9|ACRR_ECOLI,100,215,0,0,70380,71024,215,1,2.94E-144,446,100
54310,ECOR71,NODE_11,BAC0005|acrA|sp|P0AE06|ACRA_ECOLI,100,397,0,0,71166,72356,1,397,0,700,100
50317,ECOR71,NODE_11,BAC0006|acrB|sp|P31224|ACRB_ECOLI,100,1049,0,0,72382,75528,1,1049,0,2011,100
53213,ECOR71,NODE_11,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,79.932,588,118,0,84386,86149,588,1,0,878,89.8
52612,ECOR71,NODE_11,BAC0353|smdA|tr|A7VN01|A7VN01_SERMA,78.912,588,124,0,86151,87914,588,1,0,910,88.1
61210,ECOR71,NODE_11,BAC0490|G2alt|tr|B0FSM1|B0FSM1_9BACI,56.621,219,91,2,91232,91888,1,215,2.64E-77,254,71.23
43956,ECOR71,NODE_12,BAC0559|emrR|sp|P0ACR9|MPRA_ECOLI,100,176,0,0,1391,1918,1,176,2.63E-115,361,100
43892,ECOR71,NODE_12,BAC0147|emrA|sp|P27303|EMRA_ECOLI,99.744,390,1,0,2048,3217,1,390,0,773,100
43887,ECOR71,NODE_12,BAC0148|emrB|sp|P0AEJ0|EMRB_ECOLI,100,502,0,0,3237,4742,1,502,0,946,100
44011,ECOR71,NODE_12,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,46.319,326,153,5,21600,22556,441,131,1.76E-74,254,63.19
44003,ECOR71,NODE_12,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,47.249,309,158,3,47900,48823,137,441,4.96E-80,271,66.67
43903,ECOR71,NODE_12,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,99.394,330,2,0,59000,59989,330,1,0,655,99.7
44393,ECOR71,NODE_12,BAC0141|emeA|tr|Q8GR72|Q8GR72_ENTFL,40,45,27,0,92684,92818,36,80,0.01,39.3,66.67
44571,ECOR71,NODE_12,BAC0752|copS|tr|Q7X4F9|Q7X4F9_XANEU,30.769,65,44,1,108032,108223,245,309,0.1,36.2,60
28343,ECOR71,NODE_13,BAC0530|phoB|tr|C4X6T6|C4X6T6_KLEPN,90.749,227,21,0,7250,7930,11,237,8.82E-130,405,95.59
28302,ECOR71,NODE_13,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,81.893,486,86,2,7933,9384,1,486,0,764,91.56
28393,ECOR71,NODE_13,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,38.246,285,165,3,12163,13017,1,274,8.38E-54,191,63.16
28442,ECOR71,NODE_13,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.151,212,124,4,20399,21022,237,27,3.48E-34,132,60.85
28711,ECOR71,NODE_13,BAC0357|recG|tr|B5L350|B5L350_9PSED,43.363,113,59,3,26311,26649,1,108,6.39E-21,90.1,61.95
28433,ECOR71,NODE_13,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,100,85,0,0,28384,28638,85,1,3.11E-50,171,100
28321,ECOR71,NODE_13,BAC0076|comR/ycfQ|sp|P75952|COMR_ECOLI,99.524,210,1,0,28879,29508,1,210,1.29E-141,438,99.52
28314,ECOR71,NODE_13,BAC0215|mdtG/yceE|sp|P25744|MDTG_ECOLI,100,408,0,0,82247,83470,1,408,0,727,100
60771,ECOR71,NODE_14,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,183,0,0,1,549,284,466,3.50E-118,382,100
60475,ECOR71,NODE_14,BAC0177|gadX|sp|P37639|GADX_ECOLI,98.54,274,4,0,922,1743,1,274,1.63E-172,529,98.91
60653,ECOR71,NODE_14,BAC0176|gadW/yhiW|sp|P63201|GADW_ECOLI,99.174,242,2,0,2114,2839,1,242,1.17E-161,496,99.59
60056,ECOR71,NODE_14,BAC0214|mdtF/yhiV|sp|P37637|MDTF_ECOLI,99.711,1037,3,0,3208,6318,1037,1,0,1949,99.81
60323,ECOR71,NODE_14,BAC0213|mdtE/yhiU|sp|P37636|MDTE_ECOLI,100,385,0,0,6346,7500,385,1,0,778,100
60811,ECOR71,NODE_14,BAC0175|gadE/yhiE|sp|P63204|GADE_ECOLI,100,175,0,0,7842,8366,175,1,6.30E-113,354,100
61684,ECOR71,NODE_14,BAC0185|hdeA/yhiB|sp|P0AES9|HDEA_ECOLI,100,78,0,0,10088,10321,33,110,3.83E-46,160,100
61263,ECOR71,NODE_14,BAC0186|hdeB/yhiC|sp|P0AET2|HDEB_ECOLI,100,108,0,0,10440,10763,1,108,3.96E-69,226,100
61006,ECOR71,NODE_14,BAC0584|arsC|sp|O50595|ARSC_ACIMA,92.908,141,10,0,14868,15290,141,1,1.40E-85,274,97.87
60341,ECOR71,NODE_14,BAC0578|arsB|tr|O50594|O50594_ACIMU,93.706,429,27,0,15306,16592,429,1,0,700,97.2
61191,ECOR71,NODE_14,BAC0594|arsR|sp|P37309|ARSR_ECOLI,100,117,0,0,16649,16999,117,1,4.51E-73,237,100
60254,ECOR71,NODE_14,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,100,474,0,0,26217,27638,499,26,0,925,100
63654,ECOR71,NODE_14,BAC0528|vexC|tr|Q9KR86|Q9KR86_VIBCH,44.186,43,23,1,34854,34979,61,103,0.012,38.9,72.09
61184,ECOR71,NODE_14,BAC0275|nikR|sp|P0A6Z6|NIKR_ECOLI,100,133,0,0,40473,40871,133,1,4.43E-73,238,100
60492,ECOR71,NODE_14,BAC0274|nikE|sp|P33594|NIKE_ECOLI,98.069,259,5,0,40907,41683,259,1,6.09E-168,516,99.61
60574,ECOR71,NODE_14,BAC0273|nikD|sp|P33593|NIKD_ECOLI,99.606,254,1,0,41683,42444,254,1,6.52E-166,509,99.61
60674,ECOR71,NODE_14,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,99.639,277,1,0,42447,43277,277,1,1.39E-157,486,100
60464,ECOR71,NODE_14,BAC0271|nikB|sp|P33591|NIKB_ECOLI,100,314,0,0,43277,44218,314,1,0,628,100
60192,ECOR71,NODE_14,BAC0270|nikA|sp|P33590|NIKA_ECOLI,99.618,524,2,0,44221,45792,524,1,0,1078,99.62
60092,ECOR71,NODE_14,BAC0461|zntA/yhhO|sp|P37617|ATZN_ECOLI,98.897,725,8,0,50834,53008,725,1,0,1291,99.72
61385,ECOR71,NODE_14,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.373,287,163,4,71045,71905,2,277,1.46E-57,202,63.07
50193,ECOR71,NODE_149,BAC0172|gadA|sp|P69908|DCEA_ECOLI,100,231,0,0,3,695,312,82,2.45E-177,490,100
50204,ECOR71,NODE_149,BAC0173|gadB|sp|P69910|DCEB_ECOLI,100,231,0,0,3,695,312,82,3.15E-177,490,100
58511,ECOR71,NODE_16,BAC0136|dsbA|sp|P0AEG4|DSBA_ECOLI,100,208,0,0,2693,3316,1,208,4.07E-139,430,100
58552,ECOR71,NODE_16,BAC0089|corR|tr|Q1D6V8|Q1D6V8_MYXXD,47.545,387,198,3,13361,14509,389,4,5.22E-100,329,63.82
58522,ECOR71,NODE_16,BAC0368|sodA|sp|P00448|SODM_ECOLI,99.492,197,1,0,59716,60306,1,197,5.79E-132,410,100
58462,ECOR71,NODE_16,BAC0532|cpxA|tr|C4WZK5|C4WZK5_KLEPN,94.748,457,24,0,62511,63881,457,1,0,809,98.03
58534,ECOR71,NODE_16,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,94.828,232,12,0,63881,64576,232,1,3.10E-123,386,97.41
58484,ECOR71,NODE_16,BAC0167|fieF/yiip|sp|P69380|FIEF_ECOLI,100,300,0,0,65375,66274,1,300,0,574,100
58493,ECOR71,NODE_16,BAC0181|glpF|sp|P0AER0|GLPF_ECOLI,100,281,0,0,76153,76995,281,1,2.36E-170,523,100
50162,ECOR71,NODE_169,BAC0523|vmeQ|tr|Q87IY5|Q87IY5_VIBPA,21.951,41,32,0,312,434,93,53,4.5,23.1,60.98
48651,ECOR71,NODE_17,BAC0445|ygiW|sp|P0ADU5|YGIW_ECOLI,100,129,0,0,20258,20644,129,1,1.23E-81,262,100
48681,ECOR71,NODE_17,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,43.981,216,121,0,20796,21443,1,216,8.81E-54,186,67.13
48605,ECOR71,NODE_17,BAC0393|tolC|sp|P02930|TOLC_ECOLI,100,468,0,0,36838,38241,21,488,0,908,100
48632,ECOR71,NODE_17,BAC0469|zupT/ygiE|sp|P0A8H3|ZUPT_ECOLI,100,257,0,0,41213,41983,1,257,2.95E-140,436,100
48663,ECOR71,NODE_17,BAC0335|rpoS|sp|P35540|RPOS_SHIFL,42.105,247,140,1,71336,72076,71,314,6.76E-60,208,66.8
48624,ECOR71,NODE_17,BAC0452|yqjH|sp|Q46871|YQJH_ECOLI,98.819,254,3,0,72963,73724,254,1,6.22E-170,521,99.21
36582,ECOR71,NODE_18,BAC0529|kpnO|tr|C4XBC3|C4XBC3_KLEPN,69.048,378,103,6,1313,2443,365,1,2.10E-150,470,81.22
36573,ECOR71,NODE_18,BAC0384|tehA|sp|P25396|TEHA_ECOLI,99.091,330,3,0,54951,55940,1,330,0,616,99.7
36603,ECOR71,NODE_18,BAC0385|tehB|sp|P25397|TEHB_ECOLI,100,197,0,0,55940,56530,1,197,9.56E-132,409,100
36612,ECOR71,NODE_18,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,42.083,240,138,1,67185,67904,2,240,3.98E-44,163,64.58
36896,ECOR71,NODE_18,BAC0610|modB|sp|P0AF01|MODB_ECOLI,38.333,60,37,0,68775,68954,105,164,3.77E-05,45.8,60
15842,ECOR71,NODE_19,BAC0039|baeR|sp|P69228|BAER_ECOLI,37.447,235,137,3,16269,16967,12,238,6.18E-41,150,60
16551,ECOR71,NODE_19,BAC0531|phoR|tr|C4X6T5|C4X6T5_KLEPN,42.373,59,32,1,18080,18256,415,471,5.52E-05,46.6,61.02
16261,ECOR71,NODE_19,BAC0311|pgpA/ltpgpA|sp|P21441|MDR_LEITA,35.556,45,27,1,70536,70664,1330,1286,0.38,34.3,60
16481,ECOR71,NODE_19,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,35.088,57,35,1,70989,71153,538,482,0.011,38.9,71.93
52764,ECOR71,NODE_2,BAC0312|pitA|sp|P0AFJ7|PITA_ECOLI,80.962,499,95,0,12848,14344,1,499,0,712,89.98
54231,ECOR71,NODE_2,BAC0493|kmrA|tr|C4X8X9|C4X8X9_KLEPN,44,50,26,1,75690,75839,109,62,6.4,31.6,60
53145,ECOR71,NODE_2,BAC0465|znuC/yebM|sp|P0A9X1|ZNUC_ECOLI,44.262,61,32,1,91720,91902,61,3,9.12E-08,55.5,65.57
52773,ECOR71,NODE_2,BAC0138|dsbC|sp|P0AEG6|DSBC_ECOLI,100,236,0,0,141944,142651,1,236,1.58E-158,489,100
52781,ECOR71,NODE_2,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,42.271,317,165,5,175612,176556,141,441,1.93E-66,233,61.83
54165,ECOR71,NODE_2,BAC0367|smvA/emrB|sp|D0ZXQ3|SMVA_SALT1,46.667,45,24,0,209347,209481,62,106,2,33.5,60
14446,ECOR71,NODE_20,BAC0154|evgA|sp|P0ACZ4|EVGA_ECOLI,30,50,35,0,3999,4148,81,32,0.011,37.7,64
14516,ECOR71,NODE_20,BAC0710|arrB|AAQ01673|,37.5,48,27,2,10386,10529,46,2,0.003,40,62.5
15055,ECOR71,NODE_20,BAC0708|chtS|ZP_06677962|sensor,29.787,47,32,1,17910,18047,231,277,0.33,33.9,61.7
14355,ECOR71,NODE_20,BAC0434|ychH|sp|P0AB49|YCHH_ECOLI,100,92,0,0,34425,34700,92,1,3.75E-42,148,100
14336,ECOR71,NODE_20,BAC0137|dsbB|sp|P0A6M2|DSBB_ECOLI,100,176,0,0,60555,61082,1,176,4.51E-83,268,100
14342,ECOR71,NODE_20,BAC0450|ymgB/ariR|sp|P75993|ARIR_ECOLI,100,88,0,0,76727,76990,88,1,2.71E-51,174,100
14665,ECOR71,NODE_20,BAC0682|merR1|sp|P22853|MERR_BACCE,30.137,73,51,0,79309,79527,3,75,3.73E-08,52.8,63.01
23212,ECOR71,NODE_21,BAC0173|gadB|sp|P69910|DCEB_ECOLI,99.091,110,1,0,3,332,110,1,1.67E-65,229,100
22817,ECOR71,NODE_21,BAC0437|ydeO|sp|P76135|YDEO_ECOLI,98.814,253,3,0,11216,11974,253,1,3.62E-165,507,99.21
22710,ECOR71,NODE_21,BAC0438|ydeP|sp|P77561|YDEP_ECOLI,99.868,759,1,0,12497,14773,759,1,0,1538,100
22910,ECOR71,NODE_21,BAC0561|marR|sp|P27245|MARR_ECOLI,97.917,144,3,0,51196,51627,1,144,2.89E-90,287,99.31
2304,ECOR71,NODE_21,BAC0560|marA|sp|P0ACH5|MARA_ECOLI,100,127,0,0,51650,52030,1,127,4.47E-83,266,100
23110,ECOR71,NODE_21,BAC0436|ydeI|sp|P31130|YDEI_ECOLI,99.231,130,1,0,62432,62821,130,1,3.50E-82,264,99.23
9331,ECOR71,NODE_22,BAC0487|pmrA|sp|Q70FH0|PMRA_PECSS,37.584,149,84,4,8164,8607,74,214,1.33E-21,94,62.42
8984,ECOR71,NODE_22,BAC0088|corC|sp|P0A2L3|CORC_SALTY,97.26,292,8,0,36319,37194,1,292,6.89E-179,548,99.66
8961,ECOR71,NODE_22,BAC0115|cutE/lnt|sp|P23930|LNT_ECOLI,98.633,512,7,0,37222,38757,1,512,0,929,99.22
42854,ECOR71,NODE_23,BAC0467|zraR/hydH|sp|P14375|ZRAR_ECOLI,50.87,230,112,1,3540,4229,141,369,1.32E-65,228,69.13
42834,ECOR71,NODE_23,BAC0156|fabI|sp|P0AEK4|FABI_ECOLI,100,262,0,0,20278,21063,1,262,1.91E-175,537,100
43803,ECOR71,NODE_23,BAC0557|ycnK|sp|P94433|YCNK_BACSU,30.986,71,48,1,26976,27188,5,74,0.001,40.8,61.97
42825,ECOR71,NODE_23,BAC0003|acn|tr|O53166|O53166_MYCTU,55.745,940,352,9,32812,35463,941,10,0,1011,70.11
42902,ECOR71,NODE_23,BAC0274|nikE|sp|P33594|NIKE_ECOLI,39.256,242,142,2,62762,63487,238,2,5.79E-47,168,60.74
38561,ECOR71,NODE_24,BAC0112|cusS|sp|P77485|CUSS_ECOLI,97.704,479,11,0,8992,10428,479,1,0,851,98.33
38574,ECOR71,NODE_24,BAC0109|cusC/ylcB|sp|P77211|CUSC_ECOLI,100,457,0,0,11258,12628,1,457,0,840,100
38924,ECOR71,NODE_24,BAC0110|cusF/cusX|sp|P77214|CUSF_ECOLI,99.091,110,1,0,12664,12993,1,110,1.52E-68,224,99.09
38585,ECOR71,NODE_24,BAC0108|cusB|sp|P77239|CUSB_ECOLI,100,386,0,0,13075,14232,22,407,0,786,100
38544,ECOR71,NODE_24,BAC0107|cusA/ybdE|sp|P38054|CUSA_ECOLI,100,1047,0,0,14247,17387,1,1047,0,2047,100
38914,ECOR71,NODE_24,BAC0164|fecE|sp|P15031|FECE_ECOLI,49.206,252,127,1,33594,34349,253,3,2.87E-69,232,67.06
40294,ECOR71,NODE_24,BAC0244|mexT|tr|O87785|O87785_PSEAI,45.455,66,36,0,51585,51782,67,2,9.29E-14,72.8,71.21
42333,ECOR71,NODE_25,BAC0379|tbtA|tr|Q71UZ7|Q71UZ7_PSEST,38,50,31,0,8387,8536,67,116,0.006,39.7,68
42632,ECOR71,NODE_25,BAC0720|copS|tr|D4PBR9|D4PBR9_9BURK,44.186,43,22,2,11474,11599,106,65,8.2,29.3,60.47
42231,ECOR71,NODE_25,BAC0177|gadX|sp|P37639|GADX_ECOLI,35.135,74,45,2,26070,26288,241,170,9.64E-06,47.8,60.81
41264,ECOR71,NODE_25,BAC0273|nikD|sp|P33593|NIKD_ECOLI,39.766,171,100,1,57214,57726,76,243,5.55E-26,107,60.23
47222,ECOR71,NODE_26,BAC0125|czcR|sp|Q44006|CZCR_RALME,56.221,217,94,1,1605,2252,217,1,2.56E-78,256,76.96
47212,ECOR71,NODE_26,BAC0457|zinT/yodA|sp|P76344|ZINT_ECOLI,97.549,204,5,0,4804,5415,1,204,1.14E-128,400,99.02
47164,ECOR71,NODE_26,BAC0432|ybtP|tr|Q9R7V3|Q9R7V3_YERPE,99.5,600,3,0,12948,14747,600,1,0,1117,99.5
47203,ECOR71,NODE_26,BAC0146|emmdR|tr|D5CJ69|D5CJ69_ENTCC,81.838,457,83,0,46975,48345,459,3,0,661,91.03
33715,ECOR71,NODE_27,BAC0497|pfr|sp|P52093|FTN_HELPY,44.872,156,86,0,4323,4790,156,1,1.38E-41,149,65.38
41815,ECOR71,NODE_27,BAC0533|cpxR|tr|C4WZK6|C4WZK6_KLEPN,43.396,53,26,2,24397,24552,52,101,0.003,39.3,66.04
33613,ECOR71,NODE_27,BAC0114|cutC|sp|P67826|CUTC_ECOLI,100,248,0,0,33464,34207,1,248,5.98E-167,511,100
34073,ECOR71,NODE_28,BAC0086|corA|sp|P0ABI4|CORA_ECOLI,100,316,0,0,385,1332,316,1,0,624,100
34231,ECOR71,NODE_28,BAC0090|corR/coaR|tr|H0P0Y2|H0P0Y2_9SYNC,34.694,49,31,1,51557,51700,175,223,3.9,30,65.31
45502,ECOR71,NODE_29,BAC0260|mtrF|tr|B4RN92|B4RN92_NEIG2,39.04,479,278,2,20733,22127,21,499,2.30E-80,274,60.54
45912,ECOR71,NODE_29,BAC0617|hpcopA|sp|P77871|COPA1_HELPX,31.481,54,34,2,35063,35221,363,312,5.8,29.6,61.11
45516,ECOR71,NODE_29,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.649,285,158,5,39588,40442,272,2,3.14E-60,209,63.16
45885,ECOR71,NODE_29,BAC0599|modB|tr|Q72FN2|Q72FN2_DESVH,40,40,24,0,47408,47527,149,110,0.3,33.1,60
66973,ECOR71,NODE_3,BAC0316|pstB|sp|P0AAH0|PSTB_ECOLI,39.344,61,35,1,29126,29302,213,153,0.5,34.7,62.3
66738,ECOR71,NODE_3,BAC0600|modC|tr|Q72FN3|Q72FN3_DESVH,38.71,62,32,2,30056,30223,174,113,0.02,39.3,61.29
64596,ECOR71,NODE_3,BAC0290|opmD/nmpC|sp|P37592|OMPD_SALTY,61.957,368,127,6,53770,54852,1,362,1.39E-130,414,71.2
65461,ECOR71,NODE_3,BAC0433|ybtQ|tr|Q9Z375|Q9Z375_YERPE,47.718,241,125,1,72386,73108,582,343,6.26E-46,177,68.46
64684,ECOR71,NODE_3,BAC0714|arsT|tr|B7FB00|B7FB00_9MICO,46.417,321,158,8,108817,109767,2,312,1.14E-65,226,64.8
64634,ECOR71,NODE_3,BAC0610|modB|sp|P0AF01|MODB_ECOLI,46.667,60,32,0,143937,144116,164,105,3.85E-06,50.4,61.67
64885,ECOR71,NODE_3,BAC0604|wtpC|sp|Q8U4K3|WTPC_PYRFU,39.1,289,164,3,144927,145793,277,1,1.67E-60,212,60.9
64582,ECOR71,NODE_3,BAC0540|nfsA|sp|P17117|NFSA_ECOLI,100,240,0,0,148935,149654,240,1,3.21E-142,442,100
64372,ECOR71,NODE_3,BAC0208|mdfA/cmr|sp|P0AEY8|MDFA_ECOLI,99.512,410,2,0,155936,157165,410,1,0,773,99.76
65452,ECOR71,NODE_3,BAC0272|nikC|sp|P0AFA9|NIKC_ECOLI,38.367,245,150,1,168046,168780,271,28,4.73E-46,168,60.41
65254,ECOR71,NODE_3,BAC0271|nikB|sp|P33591|NIKB_ECOLI,40.256,313,182,2,168945,169871,312,1,3.30E-52,187,60.7
64465,ECOR71,NODE_3,BAC0611|modC|sp|P09833|MODC_ECOLI,31.897,116,75,1,172548,172883,217,102,7.69E-08,57,61.21
65431,ECOR71,NODE_3,BAC0354|smdB|tr|A7VN02|A7VN02_SERMA,31.579,57,37,1,183397,183561,533,477,0.18,37,61.4
64641,ECOR71,NODE_3,BAC0253|mntR|sp|P0A9F1|MNTR_ECOLI,100,155,0,0,187191,187655,155,1,2.93E-98,312,100
68853,ECOR71,NODE_3,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,43.023,86,48,1,198782,199039,1,85,1.56E-13,67.8,61.63
68866,ECOR71,NODE_3,BAC0049|bhsA/ycfR/comC|sp|P0AB40|BHSA_ECOLI,46.512,86,45,1,202913,203170,1,85,2.17E-09,56.2,62.79
